class,id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20NN,1,0.12,0,0,0.05,0,0,0,0,0.02,0.7,0.08,0,0,0.01,0,0,0,0,0,0
N,1013,0.55,0,0,0,0,0,0,0.01,0.08,0.25,0,0,0.07,0.01,0,0,0,0,0,0
NN,1014,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1015,0,0,0.3,0,0,0,0,0.08,0.07,0.16,0,0,0,0.03,0,0,0,0.02,0.31,0
N,1016,0.36,0,0,0,0,0,0,0,0.05,0.05,0.48,0.04,0,0,0,0,0,0,0,0
N,1017,0.6,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0
NN,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.63,0,0
N,1019,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1020,0.04,0,0,0,0,0,0,0,0,0.92,0.04,0,0,0,0,0,0,0,0,0
NN,1021,0,0,0,0,0,0,0,0,0.04,0,0.11,0,0.82,0,0,0.02,0,0,0,0
NN,1022,0.29,0.04,0.04,0,0,0,0,0.08,0,0.01,0.25,0.16,0,0.13,0,0,0,0,0,0
NN,1023,0.19,0,0,0,0,0,0,0,0,0.63,0.11,0.01,0,0,0,0,0,0,0,0
NN,1024,0,0,0,0.54,0,0,0,0.36,0,0,0,0,0.1,0,0,0,0,0,0,0
NN,1025,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.93,0
NN,1026,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0
NN,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NN,1028,0.24,0,0.02,0.02,0,0,0,0.02,0.11,0.14,0,0,0.24,0,0,0,0.01,0.07,0.12,0
N,1029,0.58,0,0,0,0,0,0,0,0,0.04,0.36,0,0,0,0,0,0,0,0,0
N,1030,0.65,0,0.04,0,0,0,0,0,0.21,0.02,0.06,0,0.01,0,0,0,0,0,0,0
N,1031,0.39,0.05,0,0.15,0,0,0.04,0.05,0,0.02,0.26,0.02,0,0,0,0,0.01,0,0,0
NN,1032,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1033,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
N,1034,0.41,0,0.01,0.01,0,0,0,0.01,0.03,0.26,0.24,0,0,0,0,0,0,0,0,0
NN,1035,0.12,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0
N,1036,0.44,0,0.38,0,0,0,0,0,0,0,0.1,0.03,0.02,0,0,0,0,0.01,0,0
N,1037,0.84,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0
N,1038,0.97,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
N,1039,0.59,0.02,0.04,0.04,0,0,0,0.04,0,0,0.2,0.04,0.02,0,0,0,0,0,0,0
NN,1040,0,0,0.04,0,0,0,0,0,0.13,0,0.04,0.09,0,0,0,0,0,0,0.7,0
NN,1041,0,0,0,0.04,0,0,0,0.81,0.03,0.01,0.08,0.01,0,0.02,0,0,0,0,0,0
N,1042,0.72,0,0.06,0,0,0,0,0,0.08,0.07,0.02,0,0.02,0,0,0,0,0.03,0,0
N,1043,0.34,0,0.02,0,0,0,0,0,0.36,0.17,0.01,0.07,0.02,0,0,0,0,0,0,0
NN,1044,0.14,0,0,0,0,0,0,0,0.13,0,0.09,0.62,0,0,0,0,0,0.01,0,0
NN,1045,0,0.46,0,0,0,0,0.04,0.11,0,0,0,0,0.32,0,0,0,0,0.05,0,0
N,1046,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,1047,0.37,0,0,0.02,0,0.1,0,0,0,0,0.23,0.19,0,0,0,0.07,0,0,0,0
N,1048,0.41,0,0.19,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
N,1049,0.81,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1050,0,0.05,0,0,0,0.01,0,0.72,0.13,0,0,0,0.02,0.04,0,0,0,0,0,0
N,1051,0.39,0,0,0,0,0,0,0,0.29,0.25,0.02,0.05,0,0,0,0,0,0,0,0
NN,1052,0.18,0.04,0,0,0,0,0,0,0,0,0.75,0.02,0,0,0,0,0,0,0,0
NN,1053,0.02,0.11,0,0.15,0,0,0,0.31,0.05,0.13,0.15,0.02,0.02,0,0,0,0,0.03,0,0
NN,1054,0,0,0,0.32,0,0,0.01,0,0,0.57,0,0,0,0.08,0,0,0,0,0,0
NN,1055,0.15,0,0.34,0,0,0,0,0,0.21,0,0.14,0,0,0,0,0,0,0.03,0.13,0
N,1056,0.79,0,0.16,0,0,0,0,0,0,0,0.01,0.02,0,0.02,0,0,0,0,0,0
N,1057,0.85,0,0,0,0,0,0,0,0,0.08,0,0,0,0.07,0,0,0,0,0,0
N,1058,0.9,0,0,0,0,0,0,0,0,0.01,0.04,0.02,0,0,0,0,0,0,0.02,0
N,1059,0.94,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0
N,1060,0.81,0,0,0,0,0,0,0,0.01,0,0.15,0,0,0,0,0,0,0,0,0
NN,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
NN,1062,0.1,0.03,0,0.03,0,0,0,0.03,0.12,0.05,0.5,0.01,0.06,0,0,0,0,0.03,0,0
N,1063,0.97,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0
N,1064,0.95,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0,0
NN,1065,0.01,0,0,0.09,0,0,0,0,0,0.53,0.14,0,0,0.23,0,0,0,0,0,0
N,1066,0.81,0,0,0,0,0,0,0,0,0.05,0.11,0,0,0,0,0,0,0,0,0
N,1067,0.95,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
N,1068,0.46,0.01,0,0.01,0,0,0,0,0.03,0.32,0.1,0.02,0,0,0,0,0,0.04,0,0
NN,1069,0.05,0.18,0,0.03,0,0,0.02,0.23,0,0.34,0.1,0.01,0,0,0,0,0.02,0,0,0
NN,1070,0.06,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.87,0
N,1071,0.36,0,0.5,0.07,0,0,0,0.02,0,0,0.04,0,0,0,0,0,0,0,0,0
NN,1072,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0.19,0
NN,1073,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
N,1074,0.33,0,0,0,0,0,0,0,0.07,0.05,0.45,0.1,0,0,0,0,0,0,0,0
N,1075,0.67,0,0.29,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
NN,1076,0,0.04,0,0.12,0,0,0.01,0.02,0,0.03,0.04,0.04,0,0.04,0,0,0,0.02,0.62,0
NN,1077,0,0.44,0,0.17,0,0,0.02,0.18,0.01,0.05,0,0.08,0.05,0,0,0,0,0,0,0
N,1078,0.83,0.04,0,0.03,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
NN,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.9,0
N,1080,0.83,0,0,0,0,0,0,0,0,0.12,0.03,0.02,0,0,0,0,0,0,0,0
N,1081,0.33,0.01,0,0,0,0,0,0.06,0.03,0.04,0.47,0,0,0,0,0,0,0.02,0,0
NN,1082,0.03,0,0,0,0,0.9,0.02,0,0,0,0,0.06,0,0,0,0,0,0,0,0
N,1083,0.64,0,0.1,0,0,0,0,0,0.12,0.09,0.03,0,0,0,0,0,0,0.02,0,0
N,1084,0.51,0.02,0,0.13,0,0,0,0.06,0.02,0,0.2,0,0,0.01,0,0.02,0,0,0,0
NN,1085,0.2,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.79,0
N,1086,0.41,0,0.02,0.03,0,0,0,0,0.06,0.18,0.15,0,0.03,0.07,0,0,0,0.01,0,0
N,1087,0.67,0,0,0,0,0,0,0,0,0.02,0.3,0,0,0,0,0,0,0,0,0
NN,1088,0,0.28,0,0.02,0,0.02,0.04,0.2,0.09,0.06,0.03,0.22,0,0.02,0,0.01,0,0,0,0
NN,1089,0,0.56,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0
N,1090,0.8,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0
N,1091,0.45,0,0,0,0,0,0,0,0,0,0.5,0,0,0.04,0,0,0,0,0,0
NN,1092,0.22,0,0,0,0,0,0,0,0.03,0,0.72,0,0,0,0,0,0,0,0,0
N,1093,0.68,0,0,0.07,0,0,0,0,0.01,0,0.22,0,0,0,0,0,0,0,0,0
NN,1094,0,0.02,0,0,0,0,0.32,0.02,0.17,0,0.07,0.14,0,0,0,0,0.25,0,0,0
N,1095,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0
NN,1096,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0
N,1097,0.89,0,0,0,0,0,0,0,0.04,0.02,0.03,0,0,0,0,0,0,0,0,0
N,1098,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,1099,0.37,0,0,0,0,0,0,0,0,0.56,0,0,0,0.05,0,0,0,0,0,0
NN,1100,0,0.02,0,0.33,0,0,0.03,0.49,0.01,0,0.06,0.04,0,0,0,0,0,0,0,0
N,1101,0.41,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0
N,1102,0.49,0,0.21,0.02,0,0,0,0,0.11,0,0.16,0,0,0,0,0,0,0,0,0
NN,1103,0.14,0,0,0.03,0,0,0,0,0,0.03,0.22,0,0,0.56,0,0,0,0,0,0
NN,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
N,1105,0.63,0,0.15,0.2,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
N,1106,0.55,0,0,0,0,0,0,0,0.05,0.05,0.33,0.01,0,0,0,0,0,0,0,0
N,1107,0.65,0,0,0,0,0,0,0,0,0.01,0.33,0,0,0,0,0,0,0,0,0
NN,1108,0,0.04,0.68,0.17,0.01,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0
NN,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
NN,1110,0,0.47,0,0,0,0.02,0.37,0.12,0,0,0,0,0.01,0,0,0,0,0,0,0
N,1111,0.97,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
N,1112,0.97,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0
NN,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NN,1114,0,0.06,0,0.04,0,0,0,0.04,0.45,0,0.02,0.02,0.04,0,0,0,0,0,0.32,0
N,1115,0.98,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1116,0.23,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.68,0
NN,1117,0.28,0,0,0,0,0,0,0,0.02,0.58,0.08,0,0.01,0,0,0.01,0.01,0,0,0
NN,1118,0,0,0,0,0,0,0.05,0.04,0.87,0,0,0,0,0,0,0,0.03,0,0,0
N,1119,0.62,0,0,0,0,0,0,0,0.03,0.08,0.27,0,0,0,0,0,0,0,0,0
NN,1120,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0.95,0
N,1121,0.89,0.02,0,0.02,0,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
NN,1122,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0
N,1123,0.75,0,0,0,0,0,0,0,0.05,0.02,0.16,0,0,0,0,0,0,0,0,0
N,1124,0.59,0,0,0,0,0,0,0,0.04,0.23,0.14,0,0,0,0,0,0,0,0,0
N,1125,0.75,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0
NN,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0
N,1127,0.9,0,0,0,0,0,0,0,0,0,0.07,0.01,0,0,0,0,0,0,0.01,0
NN,1128,0.17,0,0.03,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0
NN,1129,0.12,0,0,0.07,0,0,0.03,0.38,0.04,0.07,0.12,0.12,0,0,0,0,0,0.04,0,0
NN,1130,0,0,0,0,0,0,0,0,0,0,0.06,0.92,0,0,0,0,0.01,0,0,0
NN,1131,0,0.15,0.47,0,0,0,0,0,0.11,0,0.08,0,0,0,0.02,0.05,0,0.12,0,0
NN,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.96,0
N,1133,0.77,0.09,0,0.09,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0
NN,1134,0.2,0.04,0,0.22,0,0,0,0.12,0.1,0.07,0.16,0.06,0.01,0,0,0,0,0,0,0
NN,1135,0.03,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,1136,0.39,0.01,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.02,0,0
N,1137,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1138,0,0,0.02,0,0,0.02,0,0.4,0,0,0,0.05,0,0.51,0,0,0,0,0,0
NN,1139,0,0,0,0,0,0.96,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0
NN,1140,0,0.07,0,0,0,0,0,0.32,0.11,0.04,0.25,0.03,0,0.08,0,0.02,0.03,0.03,0,0
NN,1141,0,0.04,0,0,0,0,0.01,0.93,0,0,0,0,0,0,0,0,0,0,0,0
N,1142,0.58,0,0,0.01,0,0,0,0,0.06,0.01,0.32,0,0,0,0,0,0,0,0,0
N,1143,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1144,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
NN,1145,0.11,0,0,0,0,0,0,0,0,0.08,0.18,0,0,0.6,0,0,0,0.01,0,0
N,1146,0.86,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0.03,0,0,0,0,0,0
N,1147,0.52,0,0.11,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0
N,1148,0.41,0,0,0,0,0,0,0,0.05,0.41,0.12,0,0,0,0,0,0,0,0,0
N,1149,0.42,0,0,0.22,0,0,0,0.06,0,0.13,0.04,0,0.04,0.06,0,0,0,0,0,0
N,1150,0.84,0,0,0,0,0,0,0,0,0.03,0.13,0,0,0,0,0,0,0,0,0
N,1151,0.59,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0
NN,1152,0.25,0,0.73,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
NN,1153,0.22,0,0.04,0,0,0,0,0,0.02,0.01,0,0.03,0,0.67,0,0,0,0,0,0
N,1154,0.41,0,0,0,0,0,0,0,0,0.08,0,0.5,0,0.01,0,0,0,0,0,0
N,1155,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1156,0.16,0.02,0.23,0.21,0,0,0,0.1,0,0,0.12,0.06,0,0.06,0,0,0,0,0,0
NN,1157,0.25,0,0.65,0,0,0,0,0.06,0,0,0.02,0,0,0,0,0,0,0,0,0
NN,1158,0,0,0,0.01,0,0,0,0,0.07,0.26,0.1,0.03,0,0.51,0,0,0,0,0,0
NN,1159,0,0.03,0.07,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0.11,0.02,0
NN,1160,0.26,0.04,0,0,0,0,0,0,0.04,0.14,0.42,0,0,0,0,0.01,0.02,0.04,0,0
NN,1161,0.02,0.02,0,0.01,0,0,0,0,0.01,0,0.28,0.05,0,0.6,0,0,0,0,0,0
NN,1162,0.15,0.02,0,0.04,0,0,0,0.06,0.08,0.55,0,0.03,0.03,0,0,0.02,0.01,0,0,0
N,1163,0.43,0,0,0.02,0,0,0.02,0,0,0.01,0.48,0,0,0,0,0,0,0,0,0
N,1164,0.63,0,0,0,0,0,0,0,0.04,0.1,0.22,0,0,0,0,0,0,0,0,0
NN,1165,0.02,0.27,0,0.08,0,0,0.06,0,0,0.1,0.36,0.03,0,0,0,0,0,0.07,0,0
NN,1166,0.01,0,0,0,0,0,0,0,0.29,0.19,0.26,0.2,0.02,0,0,0,0,0,0,0
N,1167,0.67,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0
NN,1168,0,0.25,0,0,0,0,0.18,0.56,0,0,0,0,0,0,0,0,0,0,0,0
NN,1169,0,0,0.86,0,0,0,0,0,0.01,0,0,0,0,0.13,0,0,0,0,0,0
NN,1170,0,0,0,0,0,0,0,0.02,0.05,0.79,0,0,0,0.13,0,0,0,0,0,0
N,1171,0.88,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0
N,1172,0.32,0,0.06,0,0,0.03,0,0,0.02,0,0.04,0.53,0,0,0,0,0,0,0,0
N,1173,0.48,0,0,0.06,0,0,0,0,0.26,0.08,0.04,0,0.02,0,0,0,0,0.04,0,0
NN,1174,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.81,0
N,1175,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1176,0.04,0,0.02,0.12,0,0,0,0.36,0.04,0.08,0.01,0.02,0.03,0.2,0,0,0,0,0.07,0
NN,1177,0,0,0,0.36,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.5,0
N,1178,0.69,0,0,0,0,0,0,0,0.05,0.06,0.2,0,0,0,0,0,0,0,0,0
N,1179,0.8,0,0,0,0,0,0,0,0.09,0.06,0.05,0,0,0,0,0,0,0,0,0
N,1180,0.63,0,0,0,0,0,0,0,0.18,0.08,0.09,0,0,0,0,0,0,0,0,0
NN,1181,0,0.04,0,0,0,0,0,0,0,0.11,0.22,0,0,0.63,0,0,0,0,0,0
NN,1182,0,0,0.79,0,0,0,0,0,0,0,0,0.07,0,0.06,0.01,0.02,0,0,0.04,0
NN,1183,0.31,0,0,0,0,0,0,0,0.12,0,0.02,0,0,0,0,0,0.02,0.02,0.5,0
NN,1184,0.12,0,0.04,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0.02,0
NN,1185,0.07,0.08,0.39,0.08,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0,0.14,0
NN,1186,0,0,0.32,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0.01,0
NN,1187,0,0,0.13,0.01,0,0,0,0.07,0.07,0.03,0,0,0.01,0,0,0,0,0,0.67,0
N,1188,0.89,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0
N,1189,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0
N,1190,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,1191,0.5,0,0,0,0,0,0,0,0.02,0.17,0.23,0,0,0,0,0,0.01,0.01,0.05,0
N,1192,0.66,0.05,0,0.05,0,0,0,0,0,0.05,0.14,0,0,0,0,0,0,0.04,0,0
N,1193,0.33,0,0.06,0,0,0.29,0,0,0.14,0.04,0.14,0,0,0,0,0,0,0,0,0
N,1194,0.41,0.03,0.03,0,0,0,0,0,0.07,0.04,0.35,0.03,0.02,0,0,0,0,0.02,0,0
NN,1195,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0
NN,1196,0.11,0.17,0,0.05,0,0,0,0,0,0.02,0.52,0.13,0,0,0,0,0,0,0,0
NN,1197,0,0.08,0,0.02,0.01,0,0,0.06,0,0.1,0.61,0.04,0,0.05,0,0,0,0,0,0
N,1198,0.45,0,0.05,0,0,0,0,0,0.19,0,0.18,0,0,0,0,0,0,0.12,0,0
NN,1199,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.03,0.03,0.03
NN,1200,0.28,0,0,0.02,0,0,0,0,0,0,0.07,0.02,0,0,0,0,0,0,0.6,0
N,1201,0.72,0,0,0,0,0,0,0,0.02,0.14,0.12,0,0,0,0,0,0,0,0,0
NN,1202,0.03,0.19,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.68,0
NN,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.61,0,0,0,0
NN,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NN,1205,0,0,0.7,0,0,0.02,0,0.08,0,0,0,0,0,0,0,0.03,0,0,0.15,0
NN,1206,0.2,0.06,0,0.04,0,0,0,0.03,0.05,0.26,0.19,0,0,0,0,0,0,0.12,0,0
NN,1207,0.04,0,0.06,0,0,0.22,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0
NN,1208,0.31,0,0,0,0,0,0,0,0,0,0.22,0,0,0.46,0,0,0,0,0,0
NN,1209,0.31,0,0.44,0,0,0,0,0,0.04,0,0.13,0,0.02,0,0,0,0,0.02,0,0.02
N,1210,0.93,0,0,0,0,0,0,0,0.03,0.04,0,0,0,0,0,0,0,0,0,0
NN,1211,0,0,0,0,0,0,0,0.1,0.06,0.75,0,0,0,0.04,0,0.04,0,0,0,0
N,1212,0.74,0,0,0,0,0,0,0,0.02,0.22,0.02,0,0,0,0,0,0,0,0,0
N,1213,0.98,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1214,0.15,0,0.31,0,0,0,0,0,0.25,0,0.22,0,0,0,0,0,0,0.01,0.05,0
N,1215,0.97,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0
NN,1216,0.29,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,1217,0.75,0,0,0.02,0,0,0,0.02,0.06,0.04,0.11,0,0,0,0,0,0,0,0,0
N,1218,0.64,0,0,0.02,0,0,0,0.01,0.05,0.01,0.24,0,0,0,0,0,0,0,0,0
N,1219,0.37,0,0,0,0,0,0,0,0.27,0.08,0.25,0,0,0,0,0,0,0,0,0
NN,1220,0,0,0.01,0,0,0,0,0,0,0,0,0.94,0,0,0,0.02,0,0,0,0
NN,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
N,1222,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,1223,0.67,0,0,0,0,0,0,0,0.09,0.21,0.02,0,0,0,0,0,0,0,0,0
NN,1224,0.3,0,0,0.34,0,0,0.01,0.01,0,0.19,0.13,0,0,0,0,0,0,0,0,0
NN,1225,0,0,0,0,0,0,0,0.5,0.11,0.31,0.05,0,0,0,0,0,0,0,0,0
N,1226,0.6,0.05,0,0.07,0,0,0.01,0.02,0,0.01,0.16,0.06,0,0,0,0,0,0,0,0
NN,1227,0.17,0,0.19,0,0,0,0,0,0,0.01,0,0.62,0,0,0,0,0,0,0,0
NN,1228,0.09,0,0,0,0,0,0,0,0,0.61,0.26,0.02,0,0,0,0,0,0,0,0
NN,1229,0.09,0.11,0,0.11,0,0,0.06,0.17,0.08,0.15,0.01,0.09,0.07,0,0,0.01,0,0,0.01,0
NN,1230,0.09,0.03,0,0.02,0,0,0,0,0.03,0.54,0.08,0.02,0.05,0.11,0,0.02,0,0,0,0
N,1231,0.35,0.02,0.13,0,0,0,0,0,0.16,0,0.05,0,0.17,0,0,0,0.08,0.02,0,0
N,1232,0.92,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0
NN,1233,0.09,0,0.27,0,0,0,0,0,0.35,0.03,0.06,0.18,0,0,0,0,0,0.01,0,0
NN,1234,0.22,0.08,0.35,0,0,0,0,0,0,0,0.24,0.08,0.01,0,0,0,0,0,0,0
NN,1235,0,0.1,0,0.19,0,0,0.15,0.5,0,0,0,0.04,0,0.02,0,0,0,0,0,0
NN,1236,0.11,0,0,0,0,0,0,0,0.03,0.04,0.04,0,0,0,0,0,0,0.04,0.73,0
NN,1237,0.17,0.02,0,0.12,0,0,0,0.01,0,0.16,0.49,0.01,0,0,0,0,0,0,0,0
NN,1238,0.18,0,0,0,0,0,0,0,0.17,0.05,0.52,0,0,0,0,0,0,0.04,0.02,0
N,1239,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,1240,0.02,0,0.13,0,0,0,0,0.01,0,0.79,0,0,0,0.04,0,0,0,0,0,0
NN,1241,0.25,0,0,0,0,0,0,0,0.04,0.47,0.23,0,0,0,0,0,0,0,0,0
NN,1242,0.08,0.01,0.83,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.02,0,0,0
NN,1243,0.15,0.04,0.39,0,0,0,0,0,0.1,0,0.06,0,0,0,0,0,0,0,0.27,0
NN,1244,0.03,0,0,0,0,0,0.05,0,0.19,0,0.37,0.35,0,0,0,0,0,0,0,0
NN,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
NN,1246,0.21,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0
NN,1247,0,0,0.06,0.18,0,0,0,0.48,0.13,0,0,0,0.11,0.04,0,0,0,0,0,0
NN,1248,0.24,0,0.17,0,0,0,0,0,0.49,0.02,0,0.04,0.04,0,0,0,0,0,0,0
NN,1249,0.24,0,0,0,0,0,0,0,0.13,0.08,0,0.06,0,0,0,0,0,0.03,0.45,0
NN,1250,0.28,0,0,0.07,0,0,0,0,0,0,0,0.59,0,0,0,0,0.04,0,0,0
NN,1251,0,0.01,0,0,0.01,0,0,0.03,0.08,0.01,0.2,0.01,0.03,0.6,0,0,0,0,0,0
NN,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.93,0
NN,1253,0,0,0.43,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
N,1254,0.37,0,0,0,0,0,0,0,0.07,0.18,0.33,0.02,0,0,0,0,0,0,0,0
N,1255,0.95,0,0,0,0,0,0,0,0,0.02,0,0.03,0,0,0,0,0,0,0,0
NN,1256,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
N,1257,0.32,0,0,0.05,0,0,0,0,0,0.56,0,0,0.06,0,0,0,0,0,0,0
NN,1258,0,0,0,0,0,0,0.02,0,0.96,0,0,0,0,0.01,0,0,0,0,0,0
N,1259,0.92,0,0,0,0,0,0,0,0.02,0.06,0,0,0,0,0,0,0,0,0,0
N,1260,0.71,0,0,0,0,0,0,0,0,0.21,0.08,0,0,0,0,0,0,0,0,0
N,1261,0.59,0,0,0,0,0,0,0,0.02,0.01,0.36,0.01,0,0,0,0,0,0,0,0
N,1262,0.61,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0
N,1263,0.39,0,0.04,0.02,0,0,0,0,0.11,0.05,0.04,0,0,0,0,0,0,0,0.34,0
N,1264,0.6,0,0,0.02,0,0,0,0.02,0,0.26,0.08,0,0,0,0,0,0,0,0,0
